dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,avg_temp,avg_hum,avg_windspeed
2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0.7475,0.5783333333333334,0.1834708333333333
2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,0.7625000000000001,0.6358333333333334,0.2823374999999999
2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,0.7941666666666666,0.5591666666666667,0.2002541666666666
2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,0.7466666666666666,0.6316666666666667,0.1461333333333333
2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,0.6808333333333333,0.47625,0.2406666666666666
2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,0.6633333333333333,0.5912499999999999,0.1828333333333333
2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,0.6866666666666666,0.5850000000000001,0.2083416666666666
2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0.7191666666666667,0.6041666666666666,0.2450333333333333
2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,0.7466666666666667,0.65125,0.2158041666666666
2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,0.7766666666666667,0.6504166666666666,0.1306
2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,0.7683333333333334,0.7070833333333333,0.1138166666666666
2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,0.815,0.69125,0.2220208333333333
2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,0.8483333333333333,0.5804166666666667,0.1331
2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,0.8491666666666666,0.5,0.1312208333333333
2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,0.8300000000000001,0.5508333333333334,0.1691708333333333
2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,0.7433333333333333,0.7570833333333332,0.0908083333333333
2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,0.7716666666666666,0.5408333333333334,0.2002583333333333
2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,0.775,0.4029166666666666,0.1834625
2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,0.7791666666666667,0.5833333333333334,0.1784791666666666
2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,0.8383333333333334,0.5425,0.1741375
2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,0.8041666666666667,0.4658333333333333,0.1685375
2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,0.8058333333333333,0.4808333333333333,0.1648125
2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,0.7716666666666666,0.5508333333333333,0.1567166666666666
2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,0.7833333333333333,0.4912499999999999,0.20585
2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,0.7316666666666666,0.6575,0.1355833333333333
2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,0.71,0.7575,0.19715
2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,0.7108333333333333,0.6308333333333334,0.1846958333333333
2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0.7166666666666667,0.755,0.2282499999999999
2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0.7425,0.7529166666666667,0.2014875
2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,0.765,0.5920833333333334,0.1921749999999999
2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,0.775,0.5704166666666667,0.1511208333333333
2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0.7666666666666666,0.4241666666666666,0.2002583333333333
2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0.7174999999999999,0.42375,0.1647958333333333
2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0.7083333333333334,0.415,0.1256208333333333
2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0.6858333333333334,0.7295833333333333,0.2114541666666667
2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0.6766666666666666,0.8175,0.2226333333333333
2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0.6658333333333334,0.7120833333333333,0.2089541666666666
2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,0.7008333333333333,0.5783333333333333,0.2363291666666666
2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,0.7233333333333333,0.5754166666666667,0.1436666666666666
2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0.7116666666666668,0.6545833333333334,0.2332083333333333
2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,0.685,0.7229166666666668,0.1393083333333333
2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0.6974999999999999,0.6741666666666667,0.1044666666666666
2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0.7108333333333333,0.77,0.2487541666666667
2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,0.6916666666666668,0.47,0.27675
2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0.6408333333333333,0.4554166666666666,0.1467625
2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,0.6733333333333333,0.605,0.2531083333333333
2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0.6841666666666667,0.7716666666666666,0.2108333333333333
2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0.7000000000000001,0.76125,0.0839625
2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,0.68,0.85,0.3756166666666666
2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0.7070588235294117,0.5617647058823529,0.3046588235294117
2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0.6366666666666666,0.5545833333333333,0.159825
2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,0.6391666666666667,0.5483333333333333,0.1250083333333333
2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,0.6566666666666666,0.5979166666666667,0.0833333333333333
2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,0.655,0.6391666666666667,0.1417958333333333
2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0.6433333333333333,0.7270833333333333,0.1399291666666666
2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0.6691666666666666,0.7166666666666667,0.185325
2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0.7091666666666666,0.7420833333333333,0.2064666666666667
2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0.6733333333333333,0.7904166666666667,0.2126958333333333
2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,0.54,0.8869565217391304,0.3439434782608696
2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0.5991666666666667,0.9170833333333333,0.0970208333333333
2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0.6339130434782608,0.9395652173913044,0.1927478260869565
2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,0.65,0.8979166666666667,0.1243791666666666
2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0.66,0.75375,0.1536083333333333
2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0.6533333333333333,0.71375,0.1150541666666666
2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0.6443478260869565,0.6921739130434783,0.0889130434782608
2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0.6508333333333333,0.7125,0.1418041666666666
2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0.6733333333333333,0.6970833333333334,0.1673
2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0.5775,0.7091666666666666,0.2711458333333333
2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0.4691666666666667,0.5904166666666667,0.1641833333333333
2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0.4916666666666667,0.7183333333333333,0.189675
2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0.5075,0.695,0.1784833333333333
2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,0.5491666666666667,0.69,0.1517416666666666
2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0.5616666666666666,0.88125,0.1349541666666666
2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,0.5950000000000001,0.9,0.0964041666666666
2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0.6283333333333333,0.9020833333333332,0.128125
2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0.6091666666666666,0.9725,0.0783666666666666
2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0.6066666666666667,0.8624999999999999,0.0783833333333333
2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0.6341666666666667,0.8450000000000001,0.0503791666666666
2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0.6491666666666667,0.8483333333333333,0.1107
2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0.6366666666666666,0.8854166666666666,0.1181708333333333
2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,0.635,0.84875,0.1486291666666666
2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0.6166666666666667,0.6991666666666667,0.1728833333333333
2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0.5641666666666667,0.6475,0.206475
2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,0.41,0.75375,0.2922958333333333
2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0.3566666666666667,0.7916666666666666,0.2220124999999999
2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0.3841666666666667,0.7608333333333334,0.0833458333333333
2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,0.4841666666666667,0.71,0.2058541666666666
2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0.5383333333333333,0.6479166666666667,0.17725
2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0.4941666666666666,0.6208333333333333,0.1349541666666666
2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0.5108333333333334,0.6841666666666667,0.0223916666666666
2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0.5216666666666666,0.7012499999999999,0.0454041666666666
2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0.5408333333333334,0.7275,0.0634499999999999
2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0.5708333333333333,0.73375,0.0423041666666666
2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0.5666666666666667,0.80875,0.1430416666666666
2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0.5433333333333333,0.90625,0.24815
2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0.5891666666666667,0.8966666666666666,0.1417874999999999
2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0.5508333333333334,0.71625,0.2238833333333333
2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0.5066666666666667,0.4833333333333333,0.2580833333333333
2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0.5116666666666667,0.4866666666666666,0.2817166666666666
2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0.5341666666666667,0.5795833333333333,0.1753791666666666
2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0.5325000000000001,0.7016666666666667,0.1100875
2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0.5417391304347826,0.8952173913043479,0.2433391304347826
2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0.4758333333333333,0.63625,0.4222749999999999
2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0.4275,0.5741666666666666,0.2213958333333333
2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0.4225,0.6291666666666667,0.0926666666666666
2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0.4216666666666667,0.74125,0.0995125
2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0.4633333333333334,0.7720833333333333,0.1187916666666666
2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0.4716666666666667,0.6229166666666667,0.1666583333333333
2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0.4841666666666666,0.7204166666666666,0.1486416666666666
2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,0.47,0.8129166666666666,0.1977624999999999
2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0.3308333333333333,0.5858333333333333,0.2294791666666666
2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0.2541666666666666,0.8825,0.3513708333333333
2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0.3191666666666666,0.62375,0.1766166666666666
2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,0.34,0.7033333333333333,0.10635
2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0.4008333333333333,0.68375,0.1355708333333333
2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0.3775,0.71875,0.0820916666666666
2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0.4083333333333334,0.7020833333333334,0.1368166666666666
2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0.4033333333333333,0.6224999999999999,0.2717791666666667
2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0.3266666666666666,0.5191666666666667,0.1890625
2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0.3483333333333333,0.7345833333333333,0.0920541666666666
2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,0.395,0.75875,0.057225
2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0.4083333333333334,0.7216666666666667,0.0690375
2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0.3999999999999999,0.7583333333333333,0.0621958333333333
2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,0.3799999999999999,0.8133333333333334,0.1890666666666667
2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0.3241666666666666,0.44625,0.314675
2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0.3566666666666667,0.5529166666666666,0.2120625
2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0.4408333333333333,0.4583333333333333,0.2817208333333333
2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,0.53,0.5870833333333333,0.3065958333333333
2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,0.53,0.6887500000000001,0.1996333333333333
2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,0.4566666666666667,0.93,0.1368291666666666
2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0.3416666666666666,0.5758333333333333,0.3053625
2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,0.2741666666666666,0.41,0.1685333333333333
2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0.3291666666666666,0.5020833333333333,0.2244958333333333
2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0.4633333333333334,0.6845833333333333,0.1859499999999999
2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0.4475,0.91,0.1380541666666666
2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0.4166666666666667,0.9625,0.1187916666666666
2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0.4408333333333333,0.7579166666666666,0.335825
2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,0.3733333333333333,0.5491666666666667,0.1673041666666666
2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0.375,0.64375,0.0988958333333333
2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0.3758333333333333,0.6816666666666666,0.0684208333333333
2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0.4591666666666666,0.6983333333333334,0.2089541666666666
2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0.5034782608695653,0.7430434782608696,0.1421217391304347
2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0.4583333333333333,0.8308333333333334,0.2580916666666666
2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0.325,0.6133333333333334,0.2711583333333333
2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0.3125,0.5245833333333333,0.2201583333333333
2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0.3141666666666666,0.6258333333333334,0.1007541666666666
2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0.2991666666666666,0.6129166666666667,0.0957833333333333
2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0.3308333333333333,0.7758333333333334,0.0839583333333333
2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0.3858333333333333,0.8270833333333334,0.0622083333333333
2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0.4624999999999999,0.9495833333333332,0.2325833333333333
2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,0.41,0.9704166666666666,0.266175
2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,0.2658333333333333,0.58,0.2400583333333333
2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0.2908333333333333,0.6958333333333333,0.0827166666666666
2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,0.275,0.5075,0.2332208333333333
2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0.2208333333333333,0.49,0.0665416666666666
2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0.2383333333333333,0.6708333333333334,0.0634499999999999
2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,0.2825,0.59,0.14055
2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0.3175,0.66375,0.0609583333333333
2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0.4225,0.6341666666666667,0.2680416666666667
2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,0.375,0.5004166666666666,0.260575
2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0.2583333333333333,0.5608333333333334,0.2431666666666666
2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0.2383333333333333,0.58625,0.1697791666666666
2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0.2766666666666666,0.6375000000000001,0.1728958333333333
2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0.3858333333333333,0.5954166666666667,0.0615708333333333
2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0.4283333333333333,0.8583333333333334,0.2214
2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0.4233333333333333,0.7575,0.047275
2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0.3733333333333333,0.6862499999999999,0.2742458333333333
2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,0.3025,0.5425,0.1903041666666667
2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,0.2747826086956522,0.681304347826087,0.1550913043478261
2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,0.3217391304347826,0.5069565217391304,0.2394652173913043
2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0.325,0.7625000000000001,0.18845
2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0.2991304347826087,0.5039130434782608,0.2939608695652174
2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0.2483333333333333,0.5741666666666667,0.1194124999999999
2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0.3116666666666667,0.6366666666666666,0.1343375
2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,0.41,0.6158333333333333,0.2201541666666666
2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.37,0.6925,0.1921666666666666
2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.2730434782608695,0.3813043478260869,0.3296652173913043
2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.15,0.44125,0.3656708333333333
2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0.1075,0.4145833333333333,0.1847
2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.2658333333333333,0.5241666666666667,0.1299875
2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.3341666666666666,0.5420833333333334,0.1679083333333333
2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.3933333333333333,0.5316666666666666,0.1747583333333333
2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0.3374999999999999,0.465,0.1915416666666666
2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.2241666666666666,0.7016666666666667,0.0989
2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.308695652173913,0.6465217391304349,0.1875521739130434
2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.2741666666666666,0.8475,0.1312208333333333
2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0.3825,0.8029166666666666,0.1809666666666667
2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.2741666666666666,0.5075,0.3781083333333333
2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.18,0.4575,0.1871833333333333
2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.1666666666666666,0.4191666666666667,0.2512583333333333
2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,0.19,0.5225,0.2313583333333333
